Number ,Date,Rating ,Label ,User,Review
594,27 Januari 2023,5,Possitive,McA Chanel,"Sangat memusakan, Terimakasih saya ucapkan Kepada PT. PLN atas aplikasi PLN Mobile, berkat aplikasi ini semua urusan kami menjadi lebih mudah.. PLN jaya selalu Untuk Menerangi Nusantara, NICE"
595,7 Februari 2023,1,Negative,Rudi Harijono,Menurut saya bisa memberi kemudahan untuk mengakses. Tapi kendala berada pada saldo setiap mau activasi selalu menunggu kode otp 1hr atau 1 x 24 jam lagi .. lalu bagaimana jika urgent mau isi mbl jika saldo close? Tolong solusinya
596,8 Februari 2023,5,Possitive,Efendi Ristaf,"Sekarang makin mudah untuk pasang listrik baru maupun perubahan daya, tinggal klik aja dari genggaman jari langsung bisa..,"
597,2 Maret 2023,2,Neutral,EmoRea Emo,Per 1 Maret 2023 pembelian token listrik dengan pembayaran melalui VA sudah dikenakan biaya admin padahal sebelumnya tidak ada biaya. Namun tidak ada pemberitahuan sebelumnya & tidak ada fitur bantuan di aplikasi.
598,3 Februari 2023,5,Possitive,Mahendra Yudha,"Pengaduan layanan listrik top, fast respone. Hanya saja pemeberitahuan mengenai pemadaman listrik ada di aplikasi, tapi notifikasi pemberitahuannya tidak pop up, jd kalau tidak buka aplikasi tidak ketahuan. Smga bsa diperbaiki"
599,20 Februari 2023,5,Possitive,Asli Garut,"Terimakasih kepada pihak aplikasi PLN mobile, ada keluhan sigap langsung dan gak lama langsung beres masalahnya. Top deh pokonya"
600,18 Februari 2023,5,Possitive,Risha Kristin,"aplikasinya ngebantu banget , buat info tagihan , bayar , isi token , perubahan daya tinggal klik² aja gak pake ribet ...."
601,20 Maret 2023,5,Possitive,Jusri Ambokasi,"Aplikasi PLN Mobile saya tidak bisa di upgrade Min, di suruh cek email tapi tidak ada email notifikasi dari PLN. Mohon masukan nya. Terima kasih"
602,2 Februari 2023,5,Possitive,Salman Elfarizi,Banyak fitur yang bisa digunakan dengan mudah secara mobile dan ga harus langsung dateng ke kantor pln jauh jauh. Sangat mudah!
603,30 Maret 2023,5,Possitive,Soen Arka,"aplikasinya sangat bagus dan mempermudah segala proses tentang listrik rumah. dari pembayaran, penambahan daya, pengajuan pemasangan hingga pelaporan gangguan dengan satu aplikasi pln mobile. tetapi saya mengalami kendala setelah klik proses selesai penambahan daya, muncul error ""data tidak dapat diperoleh - V006"". Mohon bantuannya utk error tersebut. sudah di clear cache memory msh ttp sama aja kak"
604,27 Maret 2023,5,Possitive,Roi talib,"Sangat membantu untuk pelaporan gangguan dengan respon penanganan sangat cepat di lakukan. Lalu sudah bisa juga pengecekan riwayat pembelian token, kalkulasi biaya tamba daya, pembacaan meter secara mandiri dll. Satu aplikasi untuk segalanya👍"
605,31 Maret 2023,5,Possitive,Mohammed Salman,Lumayan mambantu untuk memudahkan pengajuan dan pengaduan. System belum sepenuhnya optimal dan sering error. Seringkali tidak dapat melakukan pengaduan karena aplikasi tiba2 log out sendiri sebelum kita berhasil melakukan pengaduan.
606,26 Maret 2023,5,Possitive,M Fachri Adrianta,"fitus aplikasi hanya fokus untuk mengurus kelistrikan tidak dengan internet, seperti contoh memeriksa layanan iconnet wifi melalui peta, keterangan di peta lokasi saya sudah tercover, padahal aslinya belum sama sekali. aplikasinya tidak sinkron dengan keadaan dilapangan, untuk sekelas PLN aplikasi seperti ini? mending dibenerin duluh deh bug pada fiturnya atau jika memang belum tercover setidaknya customer nya fast response memberi tahu secepatnya. mending fokus dlu benerin produk listriknya."
607,26 Maret 2023,5,Possitive,Rana Istiqlal,"Setelah update aplikasi, kenapa kalau pakai remote bluetoooth tidak bisa lagi untuk swacam lagi ya? Keluarnya malah volume bukan untuk tangkap layar di swacam lagi. Sebelumnya aman2 aja. Semoga dimengerti ya keluhannya"
608,30 Maret 2023,5,Possitive,Tantan92,"Penanganan masalah token terselesaikan dengan baik,terima kasih. Saya kembali bermasalah dengan meteran listrik dirumah, respon aplikasi sangat lamban, malah dibatalkan otomatis oleh sistem pengaduan. Semoga penanganan di aplikasi lebih CEPAT"
609,28 Maret 2023,5,Possitive,Norapuspita,"Dengan adanya PLN Mobile, pembayaran token maupun tagihan listrik dapat dilakukan dengan mudah, biaya adminnya pun jika pakai LinkAja juga sangat murah. Catat meter juga dapat dilakukan dengan mudah setiap tgl 23 - 27 tiap bulannya. Fitur pengaduannya pun sangat cepat responnya. Sangat direkomendasikan untuk masyarakat.👍😁"
610,28 Maret 2023,5,Possitive,hdnendra,"Aplikasi sudah bagus mempermudah, namun dalam proses pengaduan yg sedang dalam penanganan mengpa ketika buka aplikasi dan keluar lagi muncul pengaduan baru sehingga membuat bingung dan berselisih paham antara konsumen dan teknisi. overall sih bagus, mempermudah. mohon d perbaiki fiturnya. terimakasih"
611,31 Maret 2023,4,Neutral,Irawan Pramudiadi,"Sementara bintang empat, karena sudah di perbaiki kendalanya, namun mohon di kembangkan lagi untuk lokasi SPLU datanya di isikan krn saat ini masih nol dan juga perlu penambahan beberapa merek kendaraan sepeda motor listrik karena tidak hanya Viar dan Volta yang beredar di tengah masyarakat yang mendukung program kendaraan motor listrik, spt merk Uwinfly,goda,davigo dll, sudah saya uninstall aplikasinya, karena tdk bisa koneksi kendaraan bermotornya (tdk ada terdata mereknya)."
612,25 Maret 2023,5,Possitive,Ian,"aplikasinya keren fiturnya banyak dan mudah dimengerti. sekarang beli token, tambah daya, bayar tagihan dan pengaduan gk perlu ribet. semua jadi lebih mudah, bisa kapan aja dimana aja. buat yg belum coba, yukz buruan download"
613,27 Maret 2023,5,Possitive,azhar galih,"Aplikasi sangat membantu, banyak fitur yg dihadirkan seperti pemberitahuan pemadaman, bisa cek tagihan, bisa pengajuan pasang baru migrasi ataupun tambah daya yang mudah cepat dan praktis, terus bisa pengaduan juga semisal ada kendala dimeteran kita. PLN Mobile memang jawaban buat kita semua yg gak mau ribet. Terbaiklah PLN 👍👍😁"
614,30 Maret 2023,5,Possitive,Paskal Tiwu,"Aplikasi PLN Mobile sangat membantu dalam hal mengontrol pemakaian kebutuhan listrik harian. Kita lebih mudah mengetahui seberapa banyak pemakaian dan sisanya. Dengan ini, untuk hal2 yg tidak diharapkan sprti mati lampu karna khbisan pulsa listrik bisa diatasi walau jauh dari rumah. Selain itu, aplikasi ini menjadi satu cara baru yang baik dan membantu.👍"
615,29 Maret 2023,5,Possitive,Fadhil Hadis,"Mantap Aplikasi PLN Mobile ini, bisa segalanya lewat sini, pengaduan gangguan juga cepat, lebih mudah tanpa harus ke kantor lagi, menurut sy sih lbih enak ya apalagi skrng sdh jamannya era digital. Bermanfaat lah pokoknya Terbaikk"
616,31 Maret 2023,5,Possitive,Fenni Yulia Sari,"Aplikasi ini bagus dan mudah digunakan salah satunya kita bisa cek tagihan listrik, pembayaran listrik,, beli token,pengajuan tambah daya / pasang baru dan masih banyak info lainnya yg kita dapat... Pokoknya mantap.. buruan download bestie..👍"
617,29 Maret 2023,5,Possitive,Slamet Rianto,"PLN Musi Rawas, Muara Kelingi, sering banget mati lampu yang gak jelas alasannya. Tiba2 mati, tiba2 hidup. Di tingkatkatkan lagi bagian maintence dan kualitas pelayanannya. Percuma ada pengaduan, kalau tidak merubah kualitas pelayanan menjadi lebih baik. Karena belum ada alasan yang valid kenapa sering banget listrik tiba2 mati."
618,6 Februari 2023,5,Possitive,apris Seubelan,"Aplikasi yang Sangat baik dan membantu Saat terjadi ganguan langsung laporankan dan cepat penangananya. Juga layanan informasi terbaru terkait pemadaman, tambah daya, Pasang baru dll. Sangat membantu Dengan Satu aplikasi yang mudah digunakan."
619,27 Maret 2023,5,Neutral,Muhammad Rizki Ramdhani,"Ini kenapa ya saya mau menambahkan kendaraan listrik saya selalu ada tulisan sedang ada gangguan jaringan atau sistem -V025 terus ya? Gmn saya mau tahu titik lokasi SPBKLU untuk kendaraan saya kl lg di perjalanan jauh. Tolong lah segera di perbaikin, setiap menit saya cek berkala mau daftarkan selalu ada tulisan seperti itu terus di apk pln mobile saya. Padahal saya pake jaringan telkomsel yg kuat sinyal, bahkan pake wifi rumah jg sudah tp selalu begitu terus."
620,28 Maret 2023,5,Neutral,Angga,"aplikasinya bagus mempermudah pemasangan listrik baru & ada fitur lainnya. tapi tiap beli token pending nya lama banget, udh di refresh tiap detik & cek email ga ada sama sekali. kalo lagi urgent lebih baik ngisi di e-commerce aja deh daripada pake aplikasi ini tau-tau keburu mati listriknya"
621,28 Maret 2023,5,Negative,Dewincia Bara'padang,KWH Meteran di rumah saya muncul kata periksa. Sudah diadukan melalui aplikasi ini tapi penanganan sangat lambat. Akibatnya tidak bisa isi token listrik padahal bunyi terus karena hampir habis dan posisinya lagi malam hari takutnya malah kegelapan.
622,13 Januari 2023,5,Possitive,Muhammad Ilham Ramadhan Sonjaya Jr.,"Aplikasi PLN mobile sangat membantu, apalagi fitur tracing gangguan.. Jika terjadi gangguan listrik seperti padam, bisa langsung ke tracing dan cepat pula penanganannya. Terimakasih PLN."
623,16 April 2023,5,Possitive,Saep Suherman,"Aplikasi ini sangat membantu saya sebagai pelanggan PLN. Pelaporan gangguan menjadi lebih efisien. Kalo bisa khususnya pada inputan, ""suggestion"" diaktifkan sehingga kita bisa memasukan kata yang pernah dimasukan (tidak perlu ngetik lagi per huruf, tapi bisa langsung memilih dari suggestion yang muncul)."
624,15 April 2023,3,Negative,Bagus Himawan,"Halo, kenapa setiap kali ketika melakukan pengaduan, selalu muncul tulisan ""GAGAL MEMUAT LOKASI"", Padahal lokasi yg di tunjuk di gmaps sesuai dengan alamat data yg tertera. . Edit utk balasan dari kalian : Saya sudah menghidupkan lokasi/GPS saya, dan masih jg mengalami hal tersebut."
625,6 April 2023,5,Possitive,Boby Sandy,"Aplikasi y Sangat berguna dan sangat membantu, memberi ke mudah dan super praktis, lebih simple dan hemat waktu karna bisa d akses Kapan on dan d mana pun, tinggal klik (PLN MOBILE). Terimakasih PLN sudah memberi penerangan dan Semoga kelistrikan makin handal sukses selalu"
626,16 April 2023,5,Possitive,Rizal Dhany,"Menurut saya aplikasinya cukup bagus, hanya saja mungkin perlu agak disederhanakan sedikit untuk menu dan pengoperasiannya. Karena untuk orang awam sepertinya perlu belajar untuk menggunakan aplikasi ini dengan optimal. Tapi yang paling mengesankan adalah quick respon dari PLN & Team dalam menyelesaikan problem di pelanggan, terutama problem saya beberapa saat lalu."
627,6 April 2023,1,Negative,lukman nur isha,"Aplikasi ini tujuannya untuk apa si, ga fokus sangat mengecewakan. Kalau mau buat control yang sudah terpasang ya 1 id kwh meter buat 1 pengguna app, kalo buat perubahan, penyambungan baru ya kasi keterangan donk caranya gimana, yang dibutuhin apa aja, kangan pake singkatan dalam lingkungan anda"
628,5 April 2023,5,Possitive,Alfi Laili Fauziah,"Beli token gampang dan banyak pilihan cara pembayaran, ada reminder kapan waktunya beli token lagi. Kalau ada gangguan, tinggal lapor di PLN Mobile, dan cepat diselesaikan. Daftar & bayar tagihan iconnet juga bisa. PLN Mobile bagus banget."
629,22 April 2023,5,Possitive,asyaukani rufi,"Pelayanan mudah, cepat tepat. -untk ubah daya, migrasi,pasang baru, sangat memudahkan sekali lewat aplikasi ini. Sebelum tahu lewat apk ini udah coba urus migrasi ke kantor PLN terdekat yg syaratnya sangat2 ribet sekali. Setelah tahu apk ini ternyata ngurus nya lebih cepat dan mudah. Maju terus PLN Indonesia. Basmi petugas di bawah yg sering pungli."
630,3 April 2023,5,Possitive,Leni Nurfalah,"Aplikasi yang sangat user-friendly, informatif dan fleksibel. Recommended sekali biar ngurusin masalah kelistrikan ga pake ribet. Kalau ada kendala, pengaduan lewat aplikasi juga sangat fast response. Service pelanggannya maksimal pokoknya"
631,6 April 2023,1,Negative,irma kartika dewi,Mau pengaduan aja susah banget. Yang masalah jaringan lah masalah sistem lah . Padahal internet WiFi dan data udah stabil . Tapi selalu gak bisa terus. Bukannya membantu malah bikin pening Ga dapet solusi sama sekali 🙄
632,6 April 2023,5,Possitive,Frankline Deyby weken,"Aplikasi yang user-friendly, informatif dan fleksibel. Rekomendasi,sangat mudah.ditambah kalau ada kendala, pengaduan lewat aplikasi sangat fast respon. Ditambah lagi ad diskon tambah daya selama ramadhan dan promo"" menarik lainnya"
633,10 April 2023,5,Possitive,Msdalifah mw,"Sangat membantu untuk pelaporan gangguan dengan respon penanganan sangat cepat di lakukan. Lalu sudah bisa juga pengecekan riwayat pembelian token, kalkulasi biaya tamba daya, pembacaan meter secara mandiri dll. intinya pelayanan sangat bagus ngga butuh waktu lama untuk petugas datang kelokasi"
634,13 April 2023,5,Possitive,Kang Poer,"Masih perlu modifikasi.. Menu laporan gangguan terlalu banyak pertanyaan yg harus diisi.. Bagi pelanggan, ada gangguan perlu respot cepat dan tepat, tidak terlalu banyak pertanyaan yg bertele2.."
635,8 April 2023,2,Neutral,Inadyuta Laksmi,Sebenernya praktis.. tapiiii masa lagi butuh untuk lacak pengaduan mati listrik tiba2 aplikasi gangguan jaringan pisannnnn.. halaahhhhhh... Menjawab jawaban developer : Koneksi baguuussss semua koneksi udah dicoba. Jaringan sistem kalian tuh yg eror.
636,13 April 2023,5,Possitive,Muhammad Aprianto,"Aplikasinya sangat berguna dan sangat bagus dan membantu,memberi kemudahan dan super praktis, lebih simpel dan hemat waktu, tinggal klik PLN MOBILE, trima kasih PLN sudah memberi penerangan dan smga kelistrikan semakin handal sukses selalu"
637,6 April 2023,5,Possitive,Singgih Eka Pramudita,"Secara keseluruhan, aplikasi PLN mobile benar-benar memudahkan hidup saya. Saya tidak perlu lagi mengurus tagihan listrik dengan cara yang ribet dan memakan waktu, serta bisa memantau konsumsi listrik rumah saya dengan mudah dan efisien. Saya sangat merekomendasikan aplikasi ini kepada semua pengguna listrik di Indonesia."
638,12 April 2023,5,Possitive,Sahmat hidayat Dayat,"aplikasi yang sangat membantu sekali,dengan aplikasi PLN MOBILE ini kita bisa melaporkan gangguan listrik dengan cepat,dan tanggapannya juga cepat,selain itu di aplikasi ini kita juga bisa brtransaksi dengan membeli pulsa sendiri dan juga bisa untuk menambah daya dan daftar baru,aplikasi yg sangat membantu,terimaksih smoga mkin sukses.."
639,30 Maret 2023,5,Possitive,Paskal Tiwu,"Aplikasi PLN Mobile sangat membantu dalam hal mengontrol pemakaian kebutuhan listrik harian. Kita lebih mudah mengetahui seberapa banyak pemakaian dan sisanya. Dengan ini, untuk hal2 yg tidak diharapkan sprti mati lampu karna khbisan pulsa listrik bisa diatasi walau jauh dari rumah. Selain itu, aplikasi ini menjadi satu cara baru yang baik dan membantu.👍"
640,29 Maret 2023,5,Possitive,Fadhil Hadis,"Mantap Aplikasi PLN Mobile ini, bisa segalanya lewat sini, pengaduan gangguan juga cepat, lebih mudah tanpa harus ke kantor lagi, menurut sy sih lbih enak ya apalagi skrng sdh jamannya era digital. Bermanfaat lah pokoknya Terbaikk"
641,17 April 2023,5,Possitive,ichbal junaidi,"Udah bagus respon stlh laporan, dah sampai pada penanganan petugas tp tahu-tahu berubah sendiri kembali pada status laporan. Ini skrg malah berubah status jd dibatalkan dg sendirinya. Mhn maaf bintang sy kurangi lg krn kembali terulang status berubah jd dibatalkan oleh pelanggan. Bintangnya nambah lg y, krn respon yg bagus dr pusat. Langsung ditlp untuk konfirmasi permasalahan yg terjadi. Sangat bagus, smg semakin baik kedepannya"
642,24 April 2023,1,Negative,imam kharistiyan,"Tolong tambahkan keterangan di daerah yg akan dipasang iconnet apakah sudah full atau belum kuota/slot nya pengalaman saya, karena tidak ada keterangan nya, saya langsung saja mendaftar kemudian membayar jumlah tagihannya, tapi setelah membayar baru ada pemberitahuan kalo daerah saya full Saya diarahkan refund, tapi terlalu banyak mengisi data dan buktinya pembayaran juga sudah hilang"
643,12 April 2023,5,Possitive,marchendra marchen,"Aplikasinya makin bagus aja, Sekarang kalau mau buat laporan keluhan gampang banget, dan yang pasti lebih simpel dan bisa pantau progressnya. Aplikasinya sudah makin banyak fiturnya. Semoga akan semakin banyak tambahan fitur yang bisa mempermudah pelanggan. Sukses terus untuk PLN"
644,14 April 2023,1,Negative,Dewi Sri Lestari,"Pas akhir tahun kemarin, beli token di pln mobile, saldo terpotong, token gk muncul, transaksi kadaluarsa, proses ini itu, sampai dibantu bank bca, iya di refund.. aku pikir pln mobile sejak itu udah berubah, bisa lebih baik.. ternyata.. skrg keulang lagi, udah beli token, udh bayar, tokennya gk muncul smpai transaksi kadaluarsa.. skrg masih nunggu, report sana sini. sumpah aku cape bangettt.. dan kali ini kayanya bnr2 kapok bgt. Udah cukup pakai pln mobile. Tapi please aku mau uangku balik🙏"
645,7 April 2023,5,Possitive,Ima Chotimah,"Aplikasi PLN Mobile sangat membantu sskali dalam melakukan permohonan maupun pengaduan yang berkaitan dg PLN, sudah mencoba fitur tambah daya dan pengaduan gangguan sangat mudah sekali dan bisa di tracking, sudah ada menu pembayaran juga melalui aplikasinya, dan apabila ada informasi rencana pemadaman jg diinformasikan melalui email. Mantap PLN, semoga semakin sukses kedepannya."
646,5 April 2023,5,Possitive,Rezky Permana92,"sangat bermanfaat sekali ga nyesal download kalo ad kerusakan sangat cepat tanggap, cm kalo bisa sih ga ad kerusakan2 terus, dan kayaknya juga token listrik nya harganya lebih murah... Terima kasih"
647,25 Maret 2023,5,Possitive,Ian,"aplikasinya keren fiturnya banyak dan mudah dimengerti. sekarang beli token, tambah daya, bayar tagihan dan pengaduan gk perlu ribet. semua jadi lebih mudah, bisa kapan aja dimana aja. buat yg belum coba, yukz buruan download"
